modelIdentifier;supplierOrTrademark;powerOnModeSDR;category
24A2TV;SCHNEIDER;17.0;TELEVISION
DHI-LM27-E341AY;Dahua;26.0;MONITOR
HTQ40FQ1CS;HKC;37.0;TELEVISION
75HFL6025/12;PHILIPS;107.0;TELEVISION
H42Q1LF-V;HKC;49.0;TELEVISION
LH5581UHSG-1AG A;IIYAMA CORPORATION;104.0;SIGNAGE
ND43CMB;MAXHUB;39.0;SIGNAGE
FT133TMCAPOFOB;faytech;11.8;PROFESSIONAL_DISPLAY
VS19366(IFP8652-2F,IFP8652- 2);ViewSonic;330.0;SIGNAGE
B247Y Gbemipruzx;acer;14.0;MONITOR
B227Q J0;acer;8.1;MONITOR
32HC5QR W0;AOPEN;21.0;MONITOR
B247Y Gbmiprx;acer;8.9;MONITOR
24P4CV;AOC;13.0;MONITOR
Y10024N;Link Line;18.6;TELEVISION
M109;ScreenMate;6.2;MONITOR
75P71KXB;TCL;115.0;TELEVISION
32 FSV252;ECG;25.0;TELEVISION
LT-24CR250;JVC;17.0;TELEVISION
43UA731C0LA;LG Electronics;54.0;TELEVISION
32 LA5600;NABO;26.0;TELEVISION
27X1F;DREAME;17.0;MONITOR
24X1F;DREAME;14.0;MONITOR
40CGQG41Z;Coocaa;37.0;TELEVISION
DHI-LM22-B200S;Dahua;14.0;MONITOR
ET1510L;Elo ;7.0;MONITOR
XG27AQNGV;ASUS;26.0;MONITOR
Blerron Flow 2.5K;Blerron;10.5;MONITOR
B247Y Gbemipruzx;acer;14.0;MONITOR
B227Q J0;acer;8.1;MONITOR
32HC5QR W0;AOPEN;21.0;MONITOR
B247Y Gbmiprx;acer;8.9;MONITOR
24P4CV;AOC;13.0;MONITOR
Y10024N;Link Line;18.6;TELEVISION
M109;ScreenMate;6.2;MONITOR
M101;ScreenMate;5.2;MONITOR
K5418H40F;KUNFT;47.0;TELEVISION
K8447H43U;KUNFT;66.0;TELEVISION
27KG3 X1;AOPEN;21.0;MONITOR
GF490F;Gawfolk;34.2;MONITOR
KG241Y P6;acer;14.2;MONITOR
ED273 P0;acer;17.0;MONITOR
KA242Y P0;acer;14.0;MONITOR
PTV 40VF-7025C;PEAQ;37.0;TELEVISION
U50JD;CHiQ;54.0;TELEVISION
DT-156P-B2;MTDS001;12.0;PROFESSIONAL_DISPLAY
4T-C65JPx;Sharp;81.0;TELEVISION
K-22 SB+;alphatronics GmbH;20.0;TELEVISION
SL-27 SBAI+ONE;alphatronics GmbH;25.0;TELEVISION
SL24DSBWVR;alphatronics GmbH;18.0;TELEVISION
SL22DSBWPR;alphatronics GmbH;15.0;TELEVISION
SLA22DWS;alphatronics GmbH;15.0;TELEVISION
CB273 G;acer;16.0;MONITOR
E2412K;KOORUI;15.0;MONITOR
S-32 SB+;alphatronics GmbH;35.0;TELEVISION
SLA24DSBWPR;alphatronics GmbH;18.0;TELEVISION
SLA27DWNZ;alphatronics GmbH;21.0;TELEVISION
AV24DS;Avtex;16.0;TELEVISION
AV19TS;Avtex;13.0;TELEVISION
M5;XBONFIRE;5.0;TELEVISION
10011919_ED65A13UHD-MM;EDENWOOD;98.0;TELEVISION
32-FQI-8061;FINLUX;26.0;TELEVISION
43-FFI-5671;FINLUX;42.0;TELEVISION
VS20769(CDE75G3/CDE75G3-1C);ViewSonic;175.2;MONITOR
VS20771(CDE98G3/CDE98G3-1C);ViewSonic;273.3;MONITOR
40QCG6000S;UD;39.0;TELEVISION
TV43QUT-UK;TeeView;45.0;TELEVISION
KG243Y X1;acer;18.0;MONITOR
OCDTVK 400 F S BT 2;OCEAN;39.0;TELEVISION
S27FG502SU;Samsung;28.0;PROFESSIONAL_DISPLAY
KG272U W3bmiipx;acer;25.0;MONITOR
EVD-6500;Legamaster;102.0;MONITOR
LM156;Shenzhen E-Tech Digital Technology Co.,Ltd;7.1;MONITOR
S700;Shenzhen E-Tech Digital Technology Co.,Ltd;7.0;MONITOR
65P81KXB;TCL;100.0;TELEVISION
UV852-EUK;Peerless AV;410.0;TELEVISION
XG27ACDNG;ASUS;25.4;MONITOR
Legion Pro 27Q-10(G25270QY0);Lenovo;21.1;MONITOR
MD 865301;MEDION AG;74.0;TELEVISION
MD 865601;MEDION AG;74.0;TELEVISION
LT-32CT150(A);JVC;26.0;TELEVISION
LT-24CT150(A);JVC;14.0;TELEVISION
MeetingDisplay 75;Yealink;131.7;OTHER
Q24B1E;CronusPro;13.7;MONITOR
JSD-15.6 I;Dongguan Jiaside Technology Co., Ltd.;14.7;MONITOR
OT55A2K3GF;SYLVOX;77.0;TELEVISION
OQ55A2K3GF;SYLVOX;77.0;TELEVISION
OT65A2K3G;SYLVOX;102.0;TELEVISION
OQ75A2K3GD;SYLVOX;129.0;TELEVISION
OT75B2K5GF;SYLVOX;129.0;TELEVISION
75QG06K;Smarttech;125.0;TELEVISION
40FG01V;SmartTech;36.0;TELEVISION
OQ65A3K8HG;SYLVOX;102.0;TELEVISION
CD 43;Innex;53.6;PROFESSIONAL_DISPLAY
XYRA XR27C300F;RAMPAGE;21.0;MONITOR
HC241CFB(HSG1494);HANNspree;17.5;MONITOR
GQ55S84FAU;Samsung;83.0;TELEVISION
32C6KPDTF;Alogic;32.0;MONITOR
24HH01V;SmartTech;18.0;TELEVISION
43QG06V2;SmartTech;50.0;TELEVISION
55QH02K;SmartTech;63.0;TELEVISION
75A1T;SCHNEIDER;109.0;TELEVISION
MNA101MS1BC;Samsung;657.0;PROFESSIONAL_DISPLAY
TH-55EQ3W;Panasonic;147.0;SIGNAGE
QX5502;AG Neovo;107.3;SIGNAGE
X2793HSU-B1;IIYAMA CORPORATION;14.1;MONITOR
X2793HSU-W1;IIYAMA CORPORATION;14.1;MONITOR
X2793HSU-W1 A;IIYAMA CORPORATION;14.1;MONITOR
X2797QSU-B1 A;IIYAMA CORPORATION;17.1;MONITOR
XB2797QSU-B1 A;IIYAMA CORPORATION;17.1;MONITOR
JN-IPS238G120F-YE;JAPANNEXT;18.0;MONITOR
H25Q1F-EM;HKC;18.0;TELEVISION
H32Q1H-E;HKC;26.0;TELEVISION
DHI-LDV43-HAI400L-M;Dahua;80.0;SIGNAGE
DHI-LDV65-HAI400TL-M;Dahua;140.0;SIGNAGE
Thomson Business Monitor M27FB2Y15;Thomson;21.0;MONITOR
KM0224-V3;Kruger&Matz;17.0;TELEVISION
PMO G343-CWQE;PEAQ;32.0;MONITOR
K32DLC21GLQ;TDSYSTEMS;26.0;TELEVISION
32G60ZA;LG Electronics;21.1;MONITOR
H32K70F;Haier;27.0;TELEVISION
H43K70F;Haier;44.0;TELEVISION
M32C21GLQ;TDSYSTEMS;26.0;TELEVISION
SMART40C02FGQ;ANEXA;37.0;TELEVISION
M50C21GLQ;TDSYSTEMS;54.0;TELEVISION
VT229H;ASUS;15.7;MONITOR
XG49VQ;ASUS;45.5;MONITOR
XG32VC;ASUS;33.0;MONITOR
FW-32BZ30J/1;SONY;33.0;MONITOR
PG38UQ;ASUS;45.0;MONITOR
VG249Q3AZ;ASUS;17.0;MONITOR
AMZG27C1Q;Amzfast Official;25.0;MONITOR
MAG 274CF E20;MSI;21.0;MONITOR
43UA75006LA;LG Electronics;54.0;TELEVISION
43UA74006LB;LG Electronics;54.0;TELEVISION
43UA74003LB;LG Electronics;54.0;TELEVISION
KM0240FHD-S5;Kruger&Matz;36.0;TELEVISION
KM0255UHD-S6;Kruger&Matz;84.0;TELEVISION
KM0243FHD-V;Kruger&Matz;42.0;TELEVISION
KM0243FHD-SA;Kruger&Matz;38.0;TELEVISION
KM0255UHD-SA;Kruger&Matz;77.0;TELEVISION
KM0265UHD-SA;Kruger&Matz;100.0;TELEVISION
KM0199-M27;Kruger&Matz;21.0;MONITOR
KM0240FHD-V2;Kruger&Matz;36.0;TELEVISION
KM0255UHD-V2;Kruger&Matz;79.0;TELEVISION
URZ0339-1;Cabletech;26.0;TELEVISION
Q55UA201B;Qilive;82.0;TELEVISION
Q32HA211B;Qilive;31.0;TELEVISION
Q43US211B;Qilive;50.0;TELEVISION
Q50US211B;Qilive;62.0;TELEVISION
32S221B  ;Selecline;26.0;TELEVISION
Q43QA231;Qilive;50.0;TELEVISION
Q32HA232GBAT;Qilive;26.0;TELEVISION
 Q43US231;Qilive;50.0;TELEVISION
 Q55QA232B ;Qilive;63.0;TELEVISION
 Q75QA231B ;Qilive;125.0;TELEVISION
Q65US241B;Qilive;101.0;TELEVISION
Q40F242B;Qilive;37.0;TELEVISION
Q24HS241B;Qilive;18.0;TELEVISION
HRB42FD1;HKC;40.0;TELEVISION
GQ98Q7FAAU;Samsung;199.0;TELEVISION
50DM56QV;DAEWOO;43.0;TELEVISION
MF2219-B;aiwa;15.1;MONITOR
MQ2712-B;aiwa;19.6;MONITOR
DVL-1662BK;Lenco;10.0;TELEVISION
DVL-3242BK;Lenco;23.5;TELEVISION
DVP-1064BK;Lenco;8.8;OTHER
LED-3222BK;Lenco;26.2;TELEVISION
LED-4022BK;Lenco;40.0;TELEVISION
TFT-1028WH;Lenco;8.1;TELEVISION
TFT-1038WH;Lenco;8.5;TELEVISION
AXX-1028;Axxion;8.1;TELEVISION
BRP-1150BK;Lenco;9.2;OTHER
DVL-2483BK;Lenco;22.0;TELEVISION
PN-HW651;SHARP;185.0;SIGNAGE
PN-HS551;SHARP;185.0;SIGNAGE
PN-HE751;SHARP;210.0;SIGNAGE
PN-P436;SHARP;67.0;SIGNAGE
DD-EA272Q;SHARP;13.0;MONITOR
PN-ME752;SHARP;110.0;SIGNAGE
PN-E439;SHARP;82.0;SIGNAGE
DD-EA242FW;SHARP;13.2;MONITOR
PN-UN553S;SHARP;146.0;SIGNAGE
PN-UN553V;SHARP;122.0;SIGNAGE
bild i.65 60435*10;LOEWE.;103.0;TELEVISION
43HT3WJ;LG Electronics;62.3;MONITOR
bild i.48 60431*70;LOEWE.;67.0;TELEVISION
MG140-FT03;Magedok;5.0;MONITOR
EV12;Shenzhen dusun Technology Co., Ltd.;4.4;MONITOR
MD 855280;MEDION AG;63.0;TELEVISION
D27-40(D22270FD0);Lenovo;20.0;MONITOR
LE032MD;Returnstar Interactive Technology Group Co., Ltd.;52.1;SIGNAGE
Q27V4EA  ;AOC;26.0;MONITOR
Q27G2S/EU;AOC;26.0;MONITOR
HVEVE32W.5IP;ISERN Medical;32.0;TELEVISION
Q24G2A/BK;AOC;21.0;MONITOR
G2771QS-B1;IIYAMA CORPORATION;21.2;MONITOR
TS 8 Connect 65;Avtek;189.8;SIGNAGE
ZF24F240-GL;THUNDEROBOT;18.0;MONITOR
UX156FHC;Upperizon;2.6;MONITOR
X90A;KPKUE;5.2;MONITOR
58A69S;Hisense;70.0;TELEVISION
58E62ST;Hisense;70.0;TELEVISION
58A6STUK;Hisense;70.0;TELEVISION
58A68STUK;Hisense;70.0;TELEVISION
58E61STUK;Hisense;70.0;TELEVISION
58Q7S;Hisense;70.0;TELEVISION
58Q71S;Hisense;70.0;TELEVISION
58E79S;Hisense;70.0;TELEVISION
58E71S;Hisense;70.0;TELEVISION
58Q7STUK;Hisense;70.0;TELEVISION
27C5KPD;Alogic;25.7;MONITOR
stellar 48 dr+ 64454*75;LOEWE.;63.0;TELEVISION
32PHS6700S/40;PHILIPS;26.0;TELEVISION
LKD43QM10GP;CHiQ;42.0;TELEVISION
UJA75QM10GP;CHiQ;107.0;TELEVISION
342B1;PHILIPS;38.0;MONITOR
345B1;PHILIPS;54.0;MONITOR
55BDL5055P;PHILIPS;123.3;SIGNAGE
86BDL3050Q;PHILIPS;301.8;SIGNAGE
86BDL4150D;PHILIPS;234.3;SIGNAGE
346E2CUAE;PHILIPS;31.4;MONITOR
275E2FAE;PHILIPS;26.1;MONITOR
279C9;PHILIPS;26.0;MONITOR
19P4QYEB;PHILIPS;14.4;MONITOR
242V8A;PHILIPS;17.0;MONITOR
241B7QUPBEB;PHILIPS;18.0;MONITOR
252B9;PHILIPS;18.0;MONITOR
220V8L;PHILIPS;16.0;MONITOR
327E8QJAB;PHILIPS;27.0;MONITOR
45GR95QE;LG Electronics;39.2;MONITOR
27GR95QE;LG Electronics;24.1;MONITOR
49WQ900G;LG Electronics;45.0;MONITOR
SLE 65US804B;SENCOR;101.0;TELEVISION
LT-50VGQ7535;JVC;54.0;TELEVISION
SLE 40FS811B;SENCOR;36.0;TELEVISION
GB2771HSU-B1;IIYAMA CORPORATION;18.6;MONITOR
85A1T;SCHNEIDER;154.0;TELEVISION
LKD43QM10GP;CHiQ;42.0;TELEVISION
UJA75QM10GP;CHiQ;107.0;TELEVISION
75Q70STUK;Hisense;107.0;TELEVISION
32A4S RU;Hisense;27.0;TELEVISION
32E44SL RU;Hisense;27.0;TELEVISION
32A48STUK;Hisense;27.0;TELEVISION
32E4STUK;Hisense;27.0;TELEVISION
TCS32BH2KPR001;POLAROID;26.0;TELEVISION
58E61STUK;Hisense;70.0;TELEVISION
58Q7S;Hisense;70.0;TELEVISION
58Q71S;Hisense;70.0;TELEVISION
58E79S;Hisense;70.0;TELEVISION
58E71S;Hisense;70.0;TELEVISION
58Q7STUK;Hisense;70.0;TELEVISION
27C5KPD;Alogic;25.7;MONITOR
stellar 48 dr+ 64454*75;LOEWE.;63.0;TELEVISION
32PHS6700S/40;PHILIPS;26.0;TELEVISION
32BDL3010Q;PHILIPS;50.0;SIGNAGE
42BDL5055P;PHILIPS;98.5;SIGNAGE
42BDL5157P;PHILIPS;93.0;SIGNAGE
55BDL1007X;PHILIPS;135.0;SIGNAGE
240B7Q;PHILIPS;26.0;MONITOR
272B7Q;PHILIPS;15.0;MONITOR
273V7Q;PHILIPS;23.0;MONITOR
288P6L;PHILIPS;63.0;MONITOR
325E1C;PHILIPS;32.0;MONITOR
328B6Q;PHILIPS;55.0;MONITOR
328E1C;PHILIPS;50.0;MONITOR
86BH5F;LG Electronics;142.6;SIGNAGE
85QLED810KX3;TCL;150.0;TELEVISION
85T8CX3;TCL;150.0;TELEVISION
SH242Y G0;acer;18.0;MONITOR
SH272 P1;acer;21.0;MONITOR
MB16NCG;ASUS;7.3;MONITOR
XG27JCG;ASUS;26.1;MONITOR
58A69S;Hisense;70.0;TELEVISION
58E62ST;Hisense;70.0;TELEVISION
58A6STUK;Hisense;70.0;TELEVISION
58A68STUK;Hisense;70.0;TELEVISION
436M6VBPAB;PHILIPS;67.0;MONITOR
346P1CRH;PHILIPS;31.0;MONITOR
242B1;PHILIPS;14.0;MONITOR
275E1S;PHILIPS;21.4;MONITOR
223V7QHAB;PHILIPS;16.0;MONITOR
243S7EHMB;PHILIPS;18.0;MONITOR
242B1TFL;PHILIPS;18.0;MONITOR
55BDL3452T;PHILIPS;137.0;SIGNAGE
221V8L;PHILIPS;16.0;MONITOR
32BDL4031D;PHILIPS;49.0;SIGNAGE
49BDL4031D;PHILIPS;69.0;SIGNAGE
49BDL4051D;PHILIPS;70.4;SIGNAGE
49BDL4150D;PHILIPS;136.0;SIGNAGE
50BDL3010Q;PHILIPS;115.0;SIGNAGE
50BDL3550Q;PHILIPS;122.0;SIGNAGE
55BDL3550Q;PHILIPS;142.0;SIGNAGE
326P1H;PHILIPS;32.0;MONITOR
272P7VPTKEB;PHILIPS;31.5;MONITOR
499P9H;PHILIPS;52.0;PROFESSIONAL_DISPLAY
328B1;PHILIPS;40.0;PROFESSIONAL_DISPLAY
242V8LA;PHILIPS;15.6;MONITOR
243V7QJABF;PHILIPS;18.0;MONITOR
243S7EJMB;PHILIPS;18.2;MONITOR
86BDL3552T;PHILIPS;394.0;SIGNAGE
65BDL8051C;PHILIPS;190.0;SIGNAGE
 276B1JH;PHILIPS;20.0;MONITOR
288P6LJEB;PHILIPS;27.3;MONITOR
243S5LHMB;PHILIPS;17.5;MONITOR
221V8;PHILIPS;15.4;MONITOR
275S1AE;PHILIPS;25.1;MONITOR
275B1H;PHILIPS;25.6;MONITOR
273V7QSB;PHILIPS;21.0;MONITOR
223V7QSB;PHILIPS;16.0;MONITOR
27B2G5601;PHILIPS;13.0;MONITOR
27B2G5200;PHILIPS;10.0;MONITOR
43BDL3751T;PHILIPS;68.0;SIGNAGE
55BDL3751T;PHILIPS;100.0;SIGNAGE
49M2C8900AM;PHILIPS;65.0;PROFESSIONAL_DISPLAY
27M2N8500AM;PHILIPS;35.0;PROFESSIONAL_DISPLAY
240B7Q;PHILIPS;26.0;MONITOR
272B7Q;PHILIPS;15.0;MONITOR
273V7Q;PHILIPS;23.0;MONITOR
288P6L;PHILIPS;63.0;MONITOR
325E1C;PHILIPS;32.0;MONITOR
328B6Q;PHILIPS;55.0;MONITOR
328E1C;PHILIPS;50.0;MONITOR
86BH5F;LG Electronics;142.6;SIGNAGE
85QLED810KX3;TCL;150.0;TELEVISION
85T8CX3;TCL;150.0;TELEVISION
MB16NCG;ASUS;7.3;MONITOR
XG27JCG;ASUS;26.1;MONITOR
SH272 P1;acer;21.0;MONITOR
65P7KXB;TCL;95.0;TELEVISION
TS 8 Mate 75;Avtek;169.2;SIGNAGE
TS 8 Mate 86;Avtek;211.6;SIGNAGE
OT75A7K5GF;SYLVOX;129.0;TELEVISION
OT55A7K5GF;SYLVOX;77.0;TELEVISION
OT43A7K5GF;SYLVOX;54.0;TELEVISION
40A2TG;SCHNEIDER;37.0;TELEVISION
55BDL3751T;PHILIPS;100.0;SIGNAGE
49M2C8900AM;PHILIPS;65.0;PROFESSIONAL_DISPLAY
27M2N8500AM;PHILIPS;35.0;PROFESSIONAL_DISPLAY
27B2U3601;PHILIPS;16.0;MONITOR
50BDL6017P;PHILIPS;102.0;SIGNAGE
24E2N1101B;PHILIPS;14.0;MONITOR
27E3U7903;PHILIPS;25.0;MONITOR
27E2N1101;PHILIPS;16.0;MONITOR
32B2U3601H;PHILIPS;20.0;MONITOR
24B2N3200D;PHILIPS;9.4;MONITOR
27M2N3500PF;PHILIPS;21.0;MONITOR
32BDL5050D;PHILIPS;27.0;SIGNAGE
75BDL5050D;PHILIPS;112.0;SIGNAGE
27M2N6501L;PHILIPS;21.0;MONITOR
27M2N3500NF;PHILIPS;21.0;MONITOR
24E1N1300A;PHILIPS;18.0;MONITOR
27E1N1100A;PHILIPS;18.0;MONITOR
222S9JML;PHILIPS;12.0;MONITOR
65BDL4152E;PHILIPS;132.0;OTHER
32E1N1800LA;PHILIPS;32.0;MONITOR
24M2N3200A;PHILIPS;18.0;MONITOR
24M2N3200S;PHILIPS;18.0;MONITOR
86BDL3152E;PHILIPS;92.0;OTHER
49B2U6903CH ;PHILIPS;42.4;MONITOR
27M2N3200AM;PHILIPS;21.0;MONITOR
27E2N1100L;PHILIPS;16.0;MONITOR
24E1N1300AM;PHILIPS;18.0;MONITOR
24E2N1110;PHILIPS;18.0;MONITOR
27B2G5601;PHILIPS;13.0;MONITOR
27B2G5200;PHILIPS;10.0;MONITOR
43BDL3751T;PHILIPS;68.0;SIGNAGE
55BDL2105X;PHILIPS;140.0;SIGNAGE
275V8LA;PHILIPS;26.0;MONITOR
32M1C5500VL;PHILIPS;32.0;MONITOR
346E2LAE;PHILIPS;31.0;MONITOR
75BDL4003H;PHILIPS;348.0;SIGNAGE
34M2C8600;PHILIPS;55.0;OTHER
43BDL3650Q;PHILIPS;96.0;SIGNAGE
55BDL3650Q;PHILIPS;130.0;SIGNAGE
55BDL4650D;PHILIPS;110.0;SIGNAGE
49M2C8900;PHILIPS;65.0;PROFESSIONAL_DISPLAY
TVAC10071 ;ABUS Security Center LED Monitor;17.3;MONITOR
TITAN TT25F400F;RAMPAGE;18.0;MONITOR
65US5P-E;LG Electronics;66.2;SIGNAGE
43UP5Q-E;LG Electronics;69.0;SIGNAGE
65UL3Q-E;LG Electronics;114.0;SIGNAGE
55UL5Q-E;LG Electronics;126.0;SIGNAGE
65UL5Q-E;LG Electronics;154.0;SIGNAGE
MATV001LHN32;Manta S.A.;26.0;TELEVISION
50UL5Q-M;LG Electronics;112.0;SIGNAGE
MA270S;BenQ;25.2;MONITOR
E1;ARZOPA;16.2;MONITOR
PRO MP272 E14C;MSI;21.0;MONITOR
PRO MP271 E14A;MSI;21.0;MONITOR
OQ55A2K3GD;SYLVOX;74.0;MONITOR
34U601B;LG Electronics;24.1;MONITOR
U240CA;Guangdong Songren Technology Co., Ltd.;19.0;MONITOR
GP3201;Guangdong Songren Technology Co., Ltd.;32.0;MONITOR
65UH5N-E;LG Electronics;130.0;SIGNAGE
65UM5N-H;LG Electronics;130.0;SIGNAGE
43UM5N-H;LG Electronics;98.5;SIGNAGE
49UH5N-E;LG Electronics;86.5;SIGNAGE
49UH5N-H;LG Electronics;86.5;SIGNAGE
55UH5N-E;LG Electronics;103.0;SIGNAGE
43HT3WN-M;LG Electronics;53.7;MONITOR
55CT5WN-B;LG Electronics;127.0;SIGNAGE
LT-40VQF553D;JVC;37.0;TELEVISION
TQ55S84FAU;Samsung;83.0;TELEVISION
32MQF7020Z;METZ;26.0;TELEVISION
55C61KXB;TCL;70.0;TELEVISION
55U79S PRO;Hisense;64.0;TELEVISION
55U7STUK PRO;Hisense;64.0;TELEVISION
55U70STUK PRO;Hisense;64.0;TELEVISION
55U76STUK PRO;Hisense;64.0;TELEVISION
55U78STUK PRO;Hisense;64.0;TELEVISION
43Q72S;Hisense;42.0;TELEVISION
43E79S;Hisense;42.0;TELEVISION
43E77SL RU;Hisense;42.0;TELEVISION
43E7STUK;Hisense;42.0;TELEVISION
43E79STUK;Hisense;42.0;TELEVISION
MA270S;BenQ;25.2;MONITOR
E1;ARZOPA;16.2;MONITOR
V206Q A;acer;13.0;MONITOR
V227Q J0;acer;8.1;MONITOR
SH273;acer;17.0;MONITOR
GF10ETN03.0;AUO Display Plus;5.9;SIGNAGE
65UH5N-E;LG Electronics;130.0;SIGNAGE
65UM5N-H;LG Electronics;130.0;SIGNAGE
43UM5N-H;LG Electronics;98.5;SIGNAGE
49UH5N-E;LG Electronics;86.5;SIGNAGE
49UH5N-H;LG Electronics;86.5;SIGNAGE
55UH5N-E;LG Electronics;103.0;SIGNAGE
43HT3WN-M;LG Electronics;53.7;MONITOR
55CT5WN-B;LG Electronics;127.0;SIGNAGE
65US5P-E;LG Electronics;66.2;SIGNAGE
43UP5Q-E;LG Electronics;69.0;SIGNAGE
65UL3Q-E;LG Electronics;114.0;SIGNAGE
2616623;renkforce;16.8;MONITOR
LT-50VDQ9435;JVC;65.0;TELEVISION
  H85M92FUX;Haier;77.7;TELEVISION
40S59KX3;TCL;39.0;TELEVISION
UG27F-3;Z Z-Edge;21.3;MONITOR
UG24F-1;Z Z-Edge;18.1;MONITOR
VTGMU27;Vortech;26.0;MONITOR
IDBC-4127;Barco;21.6;MONITOR
55Q7S;Hisense;63.0;TELEVISION
TS-437NFQ;AIWA;48.1;TELEVISION
100Q70S PRO;Hisense;158.0;TELEVISION
100E7DS PRO;Hisense;158.0;TELEVISION
100Q70STUK PRO;Hisense;158.0;TELEVISION
43E78S PRO;Hisense;50.0;TELEVISION
43E79S PRO;Hisense;50.0;TELEVISION
43E79STUK PRO;Hisense;50.0;TELEVISION
75E7DS PRO;Hisense;107.0;TELEVISION
85U8S;Hisense;86.0;TELEVISION
85U82S;Hisense;86.0;TELEVISION
85U86S;Hisense;86.0;TELEVISION
85U88S;Hisense;86.0;TELEVISION
100U81S;Hisense;127.0;TELEVISION
100U87S;Hisense;127.0;TELEVISION
34U640B;LG Electronics;29.6;MONITOR
MON-22FHD-BL;PROVISION-ISR;15.0;MONITOR
V277 G;acer;13.8;MONITOR
V277U G;acer;21.0;MONITOR
TS-437NQ;AIWA;48.1;TELEVISION
40A48STUK;Hisense;39.0;TELEVISION
40E4STUK;Hisense;39.0;TELEVISION
55QLED780KX7;TCL;73.0;TELEVISION
XG27AQWMGZ;ASUS;25.0;MONITOR
100U86S;Hisense;127.0;TELEVISION
Z32B40;Raywego;29.2;MONITOR
TS-437NFQ;aiwa;40.0;TELEVISION
32GN500P;LG Electronics;24.9;MONITOR
32UR500;LG Electronics;31.6;MONITOR
45GR75DC;LG Electronics;36.8;MONITOR
27GP95U;LG Electronics;25.8;MONITOR
27MS500;LG Electronics;19.0;MONITOR
24MS500;LG Electronics;15.9;MONITOR
32GS75Q;LG Electronics;31.8;MONITOR
32GS75QN;LG Electronics;31.8;MONITOR
32UR50BK;LG Electronics;31.6;MONITOR
27BA45QB;LG Electronics;16.9;MONITOR
27BA54QB;LG Electronics;15.8;MONITOR
32GX870A;LG Electronics;32.9;MONITOR
34U511A;LG Electronics;28.9;MONITOR
34U530A;LG Electronics;31.1;MONITOR
45GX900A;LG Electronics;40.7;MONITOR
32GX850A;LG Electronics;31.8;MONITOR
34U62TB;LG Electronics;25.6;MONITOR
GR24G1300;GRAETZ;17.0;TELEVISION
50E78S;Hisense;54.0;TELEVISION
50E71S;Hisense;54.0;TELEVISION
85Q7S;Hisense;128.0;TELEVISION
85Q71S;Hisense;128.0;TELEVISION
85E77S;Hisense;128.0;TELEVISION
85E71S;Hisense;128.0;TELEVISION
85E78STUK;Hisense;128.0;TELEVISION
CR32EF6002A;Cepter;27.0;TELEVISION
CR55GQ8005A;Cepter;78.0;TELEVISION
C34ATILIUS2;Cepter;31.0;MONITOR
CNANO185;Cepter;9.2;MONITOR
CR50GQ8005A;Cepter;67.0;TELEVISION
CR40EF6002A;Cepter;33.0;TELEVISION
C24ALPHAX1;Cepter;15.2;MONITOR
C27ULTRAX1;Cepter;19.8;MONITOR
CR55XM6002A;Cepter;65.0;TELEVISION
CR65XM8502TG;Cepter;80.0;TELEVISION
C27ALPHAV3;Cepter;18.0;MONITOR
E32FHDLEON ;Eletra;23.0;MONITOR
CE32ZEN;Cepter;25.8;MONITOR
C21PULSE2;Cepter;15.1;MONITOR
CE34ATILIUS;Cepter;31.8;MONITOR
E32FHDLEONV2;ELETRA;26.0;MONITOR
CE27ALPHAX;Cepter;21.5;MONITOR
C27ESPORTP2;Cepter;39.3;PROFESSIONAL_DISPLAY
CR65EU7002A;Cepter;104.0;TELEVISION
CR43GQ8502A;Cepter;53.0;TELEVISION
ENANOX156GM;Eletra;6.0;MONITOR
34U60ZB;LG Electronics;24.1;MONITOR
LT-55VU8100;JVC;82.0;TELEVISION
32-FFA-5230;FINLUX ;32.0;TELEVISION
65UA9005;TELEFUNKEN;85.0;TELEVISION
50UA9006;TELEFUNKEN;54.0;TELEVISION
55UA9006;TELEFUNKEN;64.0;TELEVISION
65UA9006;TELEFUNKEN;85.0;TELEVISION
55DM73UA;DAEWOO;64.0;TELEVISION
LT-24VH5156;JVC;16.0;TELEVISION
32DE04HLI;DAEWOO;26.0;TELEVISION
LT-43VU8156;JVC;51.0;TELEVISION
FW-55BZ35L;SONY;71.0;MONITOR
32DE54HL2;DAEWOO;26.0;TELEVISION
32DE04FL2;DAEWOO;26.0;TELEVISION
32DE04HL2;DAEWOO;26.0;TELEVISION
40DM54FA2;DAEWOO;37.0;TELEVISION
32DM54HA2;DAEWOO;26.0;TELEVISION
65UA2363DG;TOSHIBA;85.0;TELEVISION
24WA2363DG;TOSHIBA;16.0;TELEVISION
43QG5E63DG;TOSHIBA;51.0;TELEVISION
55QG5E63DG;TOSHIBA;64.0;TELEVISION
TE55660G56U4QA;TELEFUNKEN;64.0;TELEVISION
50G9WCMI;FINLUX ;54.0;TELEVISION
LT-55VU2201;JVC;77.0;TELEVISION
LT-65VU3101;JVC;85.0;TELEVISION
LT-65VA7255;JVC;85.0;TELEVISION
LT-65VAQ7255;JVC;85.0;TELEVISION
32LA2B63DG/2;TOSHIBA;26.0;TELEVISION
32LA3B63DG/2;TOSHIBA;26.0;TELEVISION
24WA3B63DG/2;TOSHIBA;16.0;TELEVISION
24WA2063DG/2;TOSHIBA;16.0;TELEVISION
24W3163DB/2;TOSHIBA;16.0;TELEVISION
24WL3C63DA/2;TOSHIBA;16.0;TELEVISION
